id,name,description,organisation_unit_level_id,parent_organisation_unit_id,archived,address,phone,email,latitude,longitude
895,Calwell Pharmacy,Calwell Pharmacy,5,217,0,NULL,8037365812,calistusabonyi@yahoo.com,NULL,NULL
896,Jembernice Pharmacy,Jembernice Pharmacy,5,101,0,NULL,8035067306,olorunsolaeo@yahoo.com,NULL,NULL
897,JDJ Pharmacy,JDJ Pharmacy,5,90,0,NULL,8037947338,jdjide@yahoo.com,NULL,NULL
898,Gift Alive Pharmacy,Gift Alive Pharmacy,5,90,0,NULL,8067080340,enodelord@yahoo.co.uk,NULL,NULL
899,Serason Pharmacy,Serason Pharmacy,5,107,0,NULL,8063276478,tonyiykecares@yahoo.com,NULL,NULL
900,De Druglord Pharmacy,De Druglord Pharmacy,5,107,0,NULL,8069299990,dedruglordpharmacy@gmail.com,NULL,NULL
901,Prolimsa Pharmacy,Prolimsa Pharmacy,5,107,0,NULL,7061568850,udpharm@yahoo.com,NULL,NULL
902,Siban Pharmacy,Siban Pharmacy,5,107,0,NULL,8028265806,sibanpharm@gmail.com,NULL,NULL
903,Revive-Health Pharmacy,Revive-Health Pharmacy,5,107,0,NULL,8034261270,olembe_a@yahoo.com,NULL,NULL
904,Tonay Pharmacy,Tonay Pharmacy,5,107,0,NULL,8036881871,tonaypharm@gmail.com,NULL,NULL
905,One Stop Pharmacy,One Stop Pharmacy,5,107,0,NULL,8023337068,usenfelicia@gmail.com,NULL,NULL
906,Golden Drugs Pharmacy,Golden Drugs Pharmacy,5,107,0,NULL,7068612972,goldendrugs52011@gmail.com,NULL,NULL
907,Pharmablaze Pharmacy Ikot Ekpene,Pharmablaze Pharmacy Ikot Ekpene,5,90,0,NULL,7035751989,NULL,NULL,NULL
908,Lily Pharmacy Eket,Lily Pharmacy Eket,5,79,0,NULL,7064557295,NULL,NULL,NULL
909,Adorable Pharmacy Eket,Adorable Pharmacy Eket,5,79,0,NULL,8038615153,NULL,NULL,NULL
910,Moferein Pharmacy Eket,Moferein Pharmacy Eket,5,79,0,NULL,7033226432,NULL,NULL,NULL
911,Lily Pharmacy Oron,Lily Pharmacy Oron,5,101,0,NULL,8038700680,NULL,NULL,NULL
912,Mkpouto Pharmacy Ikot Ekpene,Mkpouto Pharmacy Ikot Ekpene,5,90,0,NULL,8136583981,NULL,NULL,NULL
913,Bonalive Pharmacy Ikot Ekpene,Bonalive Pharmacy Ikot Ekpene,5,90,0,NULL,8032577706,NULL,NULL,NULL
914,Lily Pharmacy Ikot Ekpene,Lily Pharmacy Ikot Ekpene,5,90,0,NULL,8037699016,NULL,NULL,NULL
915,Jomel Pharmacy Uyo,Jomel Pharmacy Uyo,5,107,0,NULL,8027387227,NULL,NULL,NULL
916,Carepoint Pharmacy Ibiono,Carepoint Pharmacy Ibiono,5,88,0,NULL,8038695025,NULL,NULL,NULL
917,U-Chris Pharmacy Uyo,U-Chris Pharmacy Uyo,5,107,0,NULL,7014872888,NULL,NULL,NULL
918,Drugzone Pharmacy Uyo,Drugzone Pharmacy Uyo,5,107,0,NULL,8068775718,NULL,NULL,NULL
919,Healthway Pharmacy Uyo,Healthway Pharmacy Uyo,5,107,0,NULL,8067726247,NULL,NULL,NULL
920,Wellville Pharmacy,Wellville Pharmacy,5,545,0,NULL,7033506000,adedayo_adetiba@hotmail.com,NULL,NULL
921,Jogen Pharmacy,Jogen Pharmacy,5,545,0,NULL,8158190375,jogenpharmacy@yahoo.com,NULL,NULL
922,Primeah Pharmacy,Primeah Pharmacy,5,545,0,NULL,7031220392,pharmacy@primeah.com.ng,NULL,NULL
923,Le Remede Pharmacy,Le Remede Pharmacy,5,545,0,NULL,9097871100,amemaben@gmail.com,NULL,NULL
924,Zimak Pharmacy,Zimak Pharmacy,5,545,0,NULL,7036911954,cutiecindy@yahoo.com,NULL,NULL
925,Rosemus Pharmacy (Ajeromi),Rosemus Pharmacy (Ajeromi),5,545,0,NULL,8037788345,rosemuspharm@yahoo.com,NULL,NULL
926,Kaodaf Pharmacy,Kaodaf Pharmacy,5,545,0,NULL,8028762012,kaodafpharm@yahoo.com,NULL,NULL
927,Bolatoks Pharmacy,Bolatoks Pharmacy,5,545,0,NULL,7032878238,bolatokspharmacy@gmail.com,NULL,NULL
928,Standard Generics,Standard Generics,5,545,0,NULL,8033168492,stdgenerics@yahoo.com,NULL,NULL
929,Remedia Pharmacy,Remedia Pharmacy,5,548,0,NULL,8088226324,remediapharmacy2010@gmail.com,NULL,NULL
930,Cosmos Pharmacy,Cosmos Pharmacy,5,548,0,NULL,8033070943,cosmospharma@yahoo.co.uk,NULL,NULL
931,Rosemus Pharmacy(Apapa),Rosemus Pharmacy(Apapa),5,548,0,NULL,7033648163,rosemuspharm@yahoo.com,NULL,NULL
932,Healthplus Pharmacy Apapa,Healthplus Pharmacy Apapa,5,548,0,NULL,8082435763,Apapamall@healthplus.com.ng,NULL,NULL
933,Jaykay Pharmacy,Jaykay Pharmacy,5,548,0,NULL,9097495491,jaykay.pharma@yahoo.com,NULL,NULL
934,De Luxuriant Pharmacy,De Luxuriant Pharmacy,5,548,0,NULL,8033239580,onyidora2002@yahoo.com,NULL,NULL
935,Careforte Pharmacy,Careforte Pharmacy,5,548,0,NULL,7086401956,petmogul12@gmail.com,NULL,NULL
936,Light House Pharmacy,Light House Pharmacy,5,544,0,NULL,8037279350,owopaul@yahoo.com,NULL,NULL
937,Teglo Pharmacy,Teglo Pharmacy,5,544,0,NULL,8034707691,teglopharmacy1@gmail.com,NULL,NULL
938,Shekinah Pharmacy,Shekinah Pharmacy,5,544,0,NULL,7086005960,Shekinahspecialtiesltd@gmail.com,NULL,NULL
939,Arebcyl Pharmacy,Arebcyl Pharmacy,5,544,0,NULL,8033082453,arebuncyril@yahoo.com,NULL,NULL
940,ABSA Healthcare,ABSA Healthcare,5,544,0,NULL,8037178441,Abbas.sambo@gmail.com,NULL,NULL
941,Damilola Pharmacy (1),Damilola Pharmacy (1),5,544,0,NULL,8032192838,ogunladeolaitan@yahoo.com,NULL,NULL
942,Damilola pharmacy (2),Damilola pharmacy (2),5,544,0,NULL,7066557993,ogunladeolaitan@yahoo.com,NULL,NULL
943,03 Pharmacy,4 Pharmacy,5,544,0,NULL,8023209181,Jumoke.baker@gmail.com,NULL,NULL
944,Danour Pharmacy,Danour Pharmacy,5,544,0,NULL,8032724284,ahmedilinie@gmail.com,NULL,NULL
945,Mooveon pharmacy,Mooveon pharmacy,5,544,0,NULL,9097612523,mooveon44@gmail .com,NULL,NULL
946,Agenda pharmacy,Agenda pharmacy,5,544,0,NULL,8037233498,ayospecie@gmail.com,NULL,NULL
947,Caratiyah Pharmacy,Caratiyah Pharmacy,5,544,0,NULL,8027288555,pharmarkola@yahoo.com,NULL,NULL
948,Salvich Pharmacy,Salvich Pharmacy,5,544,0,NULL,8023075729,judeonwordi@yahoo.com,NULL,NULL
949,Mascot Pharmacy,Mascot Pharmacy,5,544,0,NULL,8026108324,mascotpharmacy@gmail.com,NULL,NULL
950,Epsilon Pharmacy,Epsilon Pharmacy,5,544,0,NULL,8028485054,epsilonpharma@yahoo.com,NULL,NULL
951,Olivecare Pharmacy,Olivecare Pharmacy,5,544,0,NULL,8039097017,olivecarepharmacy@gmail.com,NULL,NULL
952,Ufot-Mfonse Pharmacy,Ufot-Mfonse Pharmacy,5,544,0,NULL,8029494539,Mfonnsese@yahoo.com,NULL,NULL
953,Letonia Pharmacy,Letonia Pharmacy,5,544,0,NULL,8033922445,letoniagroup@gmail.com,NULL,NULL
954,Golby Pharmacy,Golby Pharmacy,5,544,0,NULL,8033066362,golby123@yahoo.com,NULL,NULL
955,Moray Pharmacy,Moray Pharmacy,5,554,0,NULL,8033060699,yetmoray@gmail.com,NULL,NULL
956,Abek Pharmacy,Abek Pharmacy,5,544,0,NULL,8037863511,elizabetholu4@gmail.com,NULL,NULL
957,Mebik Pharmacy,Mebik Pharmacy,5,702,0,NULL,8034027579,mebikpharm@gmail.com,NULL,NULL
958,Mebik Pharmacy,Mebik Pharmacy,5,563,0,NULL,8034027579,mebikpharm@gmail.com,NULL,NULL
959,Silverline Pharmacy,Silverline Pharmacy,5,702,0,NULL,8034079222,ragbim@yahoo.com,NULL,NULL
960,Silverline Pharmacy,Silverline Pharmacy,5,563,0,NULL,8034079222,ragbim@yahoo.com,NULL,NULL
961,Drugserve harmacy,Drugserve harmacy,5,702,0,NULL,8023051683,drugservepharmacyltd@yahoo.com,NULL,NULL
962,Drugserve harmacy,Drugserve harmacy,5,563,0,NULL,8023051683,drugservepharmacyltd@yahoo.com,NULL,NULL
963,Invivo Pharmacy,Invivo Pharmacy,5,702,0,NULL,8028749959,aojo@smartmarkltd.com,NULL,NULL
964,Invivo Pharmacy,Invivo Pharmacy,5,563,0,NULL,8028749959,aojo@smartmarkltd.com,NULL,NULL
965,Veragate Pharmacy,Veragate Pharmacy,5,702,0,NULL,7083240700,omololalawanson@gmail.com,NULL,NULL
966,Veragate Pharmacy,Veragate Pharmacy,5,563,0,NULL,7083240700,omololalawanson@gmail.com,NULL,NULL
967,Dummerics Pharmacy,Dummerics Pharmacy,5,702,0,NULL,8037152686,dummericspharma@yahoo.com,NULL,NULL
968,Dummerics Pharmacy,Dummerics Pharmacy,5,563,0,NULL,8037152686,dummericspharma@yahoo.com,NULL,NULL
969,Bernados Pharmacy,Bernados Pharmacy,5,702,0,NULL,8170307773,nictors2@yahoo.com,NULL,NULL
970,Bernados Pharmacy,Bernados Pharmacy,5,563,0,NULL,8170307773,nictors2@yahoo.com,NULL,NULL
971,Healthplus Pharmacy (Surulere),Healthplus Pharmacy (Surulere),5,702,0,NULL,8025570269,patrick.ugwumba@gmail.com,NULL,NULL
972,Healthplus Pharmacy (Surulere),Healthplus Pharmacy (Surulere),5,563,0,NULL,8025570269,patrick.ugwumba@gmail.com,NULL,NULL
973,Highrise Pharmacy,Highrise Pharmacy,5,702,0,NULL,8036375145,phighrise@yahoo.com,NULL,NULL
974,Highrise Pharmacy,Highrise Pharmacy,5,563,0,NULL,8036375145,phighrise@yahoo.com,NULL,NULL
975,Devan Pharmacy,Devan Pharmacy,5,702,0,NULL,8023022829,eddanene@yahoo.com,NULL,NULL
976,Devan Pharmacy,Devan Pharmacy,5,563,0,NULL,8023022829,eddanene@yahoo.com,NULL,NULL
977,Divinecare Pharmacy,Divinecare Pharmacy,5,702,0,NULL,8034192390,memechrisj@yahoo.co.uk,NULL,NULL
978,Divinecare Pharmacy,Divinecare Pharmacy,5,563,0,NULL,8034192390,memechrisj@yahoo.co.uk,NULL,NULL
979,Winoc Pharmacy,Winoc Pharmacy,5,702,0,NULL,8099450000,Winocpharm@yahoo.co.uk,NULL,NULL
980,Winoc Pharmacy,Winoc Pharmacy,5,563,0,NULL,8099450000,Winocpharm@yahoo.co.uk,NULL,NULL
981,Demsol Pharmacy,Demsol Pharmacy,5,556,0,NULL,8133376077,mologunagba@yahoo.com,NULL,NULL
982,Kerson Pharmacy,Kerson Pharmacy,5,556,0,NULL,8034563901,kersonpharma@gmail.com,NULL,NULL
983,Newton Pharmacy,Newton Pharmacy,5,560,0,NULL,NULL,obideyi_ob@yahoo.com,NULL,NULL
984,Glopharm Healthcare,Glopharm Healthcare,5,560,0,NULL,7031849917,glopharmhc@yahoo.com,NULL,NULL
985,Sinews and Muscles,Sinews and Muscles,5,560,0,NULL,8034859995,cyrilajing@gmail.com,NULL,NULL
986,Lopez Pharmacy,Lopez Pharmacy,5,560,0,NULL,8135459018,Lopezpharm@gmail.com,NULL,NULL
987,Soulhealth Pharmacy,Soulhealth Pharmacy,5,547,0,NULL,8023054142,emekaugbala@yahoo.com,NULL,NULL
988,Elbeth Pharmacy,Elbeth Pharmacy,5,547,0,NULL,8062450621,elbethpharmacy@gmail.com,NULL,NULL
989,Victory Drugs,Victory Drugs,5,547,0,NULL,8023424425,victorydrugs@yahoo.com,NULL,NULL
990,Medlounge Pharmacy,Medlounge Pharmacy,5,558,0,NULL,8066396587,komeikpro@yahoo.com,NULL,NULL
991,Rotlays Pharmacy,Rotlays Pharmacy,5,557,0,NULL,8034027579,biolaanibabaa@gmail.com,NULL,NULL
992,Massey Vickers Pharmacy Ojo),Massey Vickers Pharmacy Ojo),5,560,0,NULL,8030495174,omojusticegcfr@yahoo.com,NULL,NULL
993,Jeemay Pharmacy,Jeemay Pharmacy,5,560,0,NULL,8029859391,jeemaypharmacy@gmail.com,NULL,NULL
994,Jedidiah Pharmacy,Jedidiah Pharmacy,5,560,0,NULL,8039648778,doziesmail@yahoo.com,NULL,NULL
995,Biotech Systems and Pharmaceuticals,Biotech Systems and Pharmaceuticals,5,560,0,NULL,8035005950,lcokoro@yahoo.com,NULL,NULL
996,Flinty Rock Pharmacy,Flinty Rock Pharmacy,5,560,0,NULL,8029990318,oakumulo@yahoo.com,NULL,NULL
997,New Concept Pharmacy,New Concept Pharmacy,5,560,0,NULL,8033276448,anisiobinnekalisa@gmail.com,NULL,NULL
998,Verjoe Pharmacy,Verjoe Pharmacy,5,560,0,NULL,8062827559,aadaobiemeziem@gmail.com,NULL,NULL
999,Emmacity Pharmacy,Emmacity Pharmacy,5,545,0,NULL,8034192644,ubahenry@yahoo.com,NULL,NULL
1000,Temidara Pharmacy,Temidara Pharmacy,5,555,0,NULL,8035725969,spiritbeing4u@yahoo.com,NULL,NULL
1001,Family Care Pharmacy,Family Care Pharmacy,5,556,0,NULL,8094308361,familycarenigeria@gmail.com,NULL,NULL
1002,Mebik Pharmacy,Mebik Pharmacy,5,557,0,NULL,8186675212,mebikpharm@gmail.com,NULL,NULL
1003,Drug Consult Pharmacy,Drug Consult Pharmacy,5,562,0,NULL,8023162832,charlesoyeniyi@yahoo.com,NULL,NULL
1004,Chrislad Pharmacy,Chrislad Pharmacy,5,556,0,NULL,8035376880,chrisladhealthcareltd@gmail.com,NULL,NULL
1005,Rozec Pharmacy,Rozec Pharmacy,5,702,0,NULL,8033257929,Rozecpharm@yahoo.com,NULL,NULL
1006,Rozec Pharmacy,Rozec Pharmacy,5,563,0,NULL,8033257929,Rozecpharm@yahoo.com,NULL,NULL
1007,Caremart Pharmacy,Caremart Pharmacy,5,562,0,NULL,8034737480,nkechiogunjiofor@gmail. com,NULL,NULL
1008,Tonag Pharmacy,Tonag Pharmacy,5,549,0,NULL,8023673328,pharmijeoma@yahoo.com,NULL,NULL
1009,Avantgrobel Pharmacy,Avantgrobel Pharmacy,5,560,0,NULL,8033217090,andydukor@gmail.com,NULL,NULL
1010,Taigab Pharmacy,Taigab Pharmacy,5,560,0,NULL,8033040031,oyedemigabriel@yahoo.com,NULL,NULL
1011,Krismek Pharmacy,Krismek Pharmacy,5,560,0,NULL,8064855435,krismekpharmacy@yahoo.com,NULL,NULL
1012,Aanod Pharmacy,Aanod Pharmacy,5,560,0,NULL,8033188868,aacmedes@yahoo.com,NULL,NULL
1013,Ariox Pharmacy,Ariox Pharmacy,5,558,0,NULL,8033827512,yemiarimoro2000@gmail.com,NULL,NULL
1014,Ibro Pharmacy,Ibro Pharmacy,5,555,0,NULL,8029865279,rasdon88@gmail.com,NULL,NULL
1015,Alpha Pharmacy,Alpha Pharmacy,5,554,0,NULL,8184646386,okaforhetty@gmail.com,NULL,NULL
1016,Massey Vickers Pharmacy Agege,Massey Vickers Pharmacy Agege,5,544,0,NULL,8038182426,masseyvickerspharmacy@gmail.com,NULL,NULL
1017,Link Healthcare,Link Healthcare,5,702,0,NULL,8033231861,uchelam@yahoo.com,NULL,NULL
1018,Link Healthcare,Link Healthcare,5,563,0,NULL,8033231861,uchelam@yahoo.com,NULL,NULL
1019,Olive Height Pharm. Ltd,Olive Height Pharm. Ltd,5,558,0,NULL,7036616909,oliveheight2013@gmail.com,NULL,NULL
1020,Robson Pharmacy,Robson Pharmacy,5,562,0,NULL,8033432538,coeneil@yahoo.co.uk,NULL,NULL
1021,Santeforte Pharmacy,Santeforte Pharmacy,5,556,0,NULL,8033302312,kafayatalao@yahoo.com,NULL,NULL
1022,Nedol Pharmacy,Nedol Pharmacy,5,546,0,NULL,8037256283,anene_happy@yahoo.?om,NULL,NULL
1023,Medspring Pharmacy,Medspring Pharmacy,5,546,0,NULL,8030705510,medspringpharmacy@gmail.com,NULL,NULL
1024,Turmeric Pharmacy,Turmeric Pharmacy,5,561,0,NULL,8182989540,info@turmericpharma.com,NULL,NULL
1025,Marvelous pharmacy,Marvelous pharmacy,5,560,0,NULL,8023962036,ugwus@yahoo.com,NULL,NULL
1026,Cynstan Pharmacy,Cynstan Pharmacy,5,560,0,NULL,8182926148,cynstanpharma@yahoo.com,NULL,NULL
1027,Comely Anchor 2,Comely Anchor 3,5,560,0,NULL,8128199744,pesosuota@gmail.com,NULL,NULL
1028,Engraced Phharmacy,Engraced Phharmacy,5,546,0,NULL,8038221372,omonajoona@yahoo.co.uk,NULL,NULL
1029,Healthplus (Allen),Healthplus (Allen),5,554,0,NULL,8056359283,emondays@yahoo.com,NULL,NULL
1030,Drugs Plux Pharmacy,Drugs Plux Pharmacy,5,560,0,NULL,8036877870,olisaagbalugo@yahoo.com,NULL,NULL
1031,Rite care Pharmacy,Rite care Pharmacy,5,562,0,NULL,8035714840,flakybaluba@yahoo.com,NULL,NULL
1032,Pill Box Pharmacy,Pill Box Pharmacy,5,558,0,NULL,8182275483,jalolayi@gmail.com,NULL,NULL
1033,Springcare Pharmacy,Springcare Pharmacy,5,556,0,NULL,8033928830,springcarepharma@gmail.com,NULL,NULL
1034,Mebik Pharmacy, Gbagada,Mebik Pharmacy, Gbagada,5,556,0,NULL,7069359784,mebikpharm@gmail.com,NULL,NULL
1035,Somed Pharmacy,Somed Pharmacy,5,560,0,NULL,8027171245,ayoolamail@yahoo.com,NULL,NULL
1036,Habibi Pharmacy,Habibi Pharmacy,5,558,0,NULL,8034526600,habibijum@gmail.com,NULL,NULL
1037,Bola Chemist,Bola Chemist,5,557,0,NULL,8090956077,sarah.akowa2016@gmail.com,NULL,NULL
1038,Haven Pharmacy,Haven Pharmacy,5,554,0,NULL,7030980082,chizon3@yahoo.com,NULL,NULL
1039,Raforn Pharmacy,Raforn Pharmacy,5,547,0,NULL,8034376352,rafronnaira@gmail.com,NULL,NULL
1040,Deyo Pharmacy,Deyo Pharmacy,5,544,0,NULL,8023115261,dejiosinoiki@yahoo.com,NULL,NULL
1041,Healthserveplus pharmacy,Healthserveplus pharmacy,5,556,0,NULL,8023226539,Healthserve01@gmail.com,NULL,NULL
1042,Cifax Pharmacy,Cifax Pharmacy,5,545,0,NULL,8023087506,zestcare01@gmail.com,NULL,NULL
1043,Julie Harrison,Julie Harrison,5,556,0,NULL,8038277879,ada.okorie@gmail.com,NULL,NULL
1044,Overtcare ltd,Overtcare ltd,5,556,0,NULL,8099456091,wealthmix@ yahoo.com,NULL,NULL
1045,Ajekins Pharmacy,Ajekins Pharmacy,5,562,0,NULL,8035018100,ajekins13@gmail.com,NULL,NULL
1046,Matan Pharmacy,Matan Pharmacy,5,558,0,NULL,7033752689,matanpharmacy@yahoo.com,NULL,NULL
1047,Healthspring Pharmacy,Healthspring Pharmacy,5,556,0,NULL,8033223654,healthspringsltd@yahoo.com,NULL,NULL
1048,Karadin Pharmacy,Karadin Pharmacy,5,702,0,NULL,8036513106,zoba226@yahoo.com,NULL,NULL
1049,Karadin Pharmacy,Karadin Pharmacy,5,563,0,NULL,8036513106,zoba226@yahoo.com,NULL,NULL
1050,Briston Pharmacy,Briston Pharmacy,5,554,0,NULL,8125847360,bikkyademiluwa@yahoo.com,NULL,NULL
1051,HealthPlus (Festac),HealthPlus (Festac),5,547,0,NULL,7036339401,festivalmall@healthplus.com.ng,NULL,NULL
1052,Ari Plus Pharamcy,Ari Plus Pharamcy,5,90,0,NULL,7032269221,NULL,NULL,NULL
1053,Comid,Comid,5,107,0,NULL,8028729429,NULL,NULL,NULL
1054,Contour,Contour,5,77,0,NULL,8060697454,NULL,NULL,NULL
1055,Desha Pharmacy,Desha Pharmacy,5,77,0,NULL,8064447793,NULL,NULL,NULL
1056,DE-Tomieph,DE-Tomieph,5,107,0,NULL,8027347719,NULL,NULL,NULL
1057,Gidab Pharmacy,Gidab Pharmacy,5,107,0,NULL,8038978054,NULL,NULL,NULL
1058,Higress,Higress,5,107,0,NULL,8064615777,NULL,NULL,NULL
1059,Joshann,Joshann,5,90,0,NULL,9063275732,NULL,NULL,NULL
1060,Lily Eket-Oron Road,Lily Eket-Oron Road,5,79,0,NULL,7068557400,NULL,NULL,NULL
1061,Mi Amani,Mi Amani,5,85,0,NULL,8035839855,NULL,NULL,NULL
1062,Palmscare Pharmacy,Palmscare Pharmacy,5,107,0,NULL,8065967547,NULL,NULL,NULL
1063,Seamed Pharmacy,Seamed Pharmacy,5,77,0,NULL,8064845490,NULL,NULL,NULL
1064,UB Pharmacy,UB Pharmacy,5,90,0,NULL,8033826800,NULL,NULL,NULL
1065,Uzand,Uzand,5,90,0,NULL,8068667908,NULL,NULL,NULL
1066,Bounty Pharmacy,Bounty Pharmacy,5,214,0,NULL,0810 739 8325,NULL,NULL,NULL
1067,Chicare Pharmacy,Chicare Pharmacy,5,214,0,NULL,0703 2138 352,NULL,NULL,NULL
1068,De-Alven Pharmacy,De-Alven Pharmacy,5,214,0,NULL,8036714998,NULL,NULL,NULL
1069,Family-Plus Pharmacy,Family-Plus Pharmacy,5,214,0,NULL,0703 445 7843,NULL,NULL,NULL
1070,G & I Pharmacy, Big Qua,G & I Pharmacy, Big Qua,5,214,0,NULL,0803 425 7055,NULL,NULL,NULL
1071,G & I Pharmacy, IBB Way,G & I Pharmacy, IBB Way,5,214,0,NULL,0803 425 7055,NULL,NULL,NULL
1072,Hugomel Pharmacy,Hugomel Pharmacy,5,214,0,NULL,0813 750 5474,NULL,NULL,NULL
1073,Jencare Pharmacy,Jencare Pharmacy,5,214,0,NULL,0806 536 0443,NULL,NULL,NULL
1074,Jochimu Pharmacy, Ikot Ishie,Jochimu Pharmacy, Ikot Ishie,5,214,0,NULL,0803 949 1516,NULL,NULL,NULL
1075,Jochimu Pharmacy, Old Ikang,Jochimu Pharmacy, Old Ikang,5,214,0,NULL,0806 338 7750,NULL,NULL,NULL
1076,Ke-Mon Pharmacy,Ke-Mon Pharmacy,5,214,0,NULL,0803 781 5057,NULL,NULL,NULL
1077,Kesuch Pharmacy,Kesuch Pharmacy,5,215,0,NULL,0806 855 1211,NULL,NULL,NULL
1078,Maxicare Pharmacy,Maxicare Pharmacy,5,214,0,NULL,8063157915,NULL,NULL,NULL
1079,Mekason Pharmacy,Mekason Pharmacy,5,217,0,NULL,0803 951 4298,NULL,NULL,NULL
1080,Mesodan Pharmacy,Mesodan Pharmacy,5,214,0,NULL,0703 977 7901,NULL,NULL,NULL
1081,Rabana Pharmacy,Rabana Pharmacy,5,214,0,NULL,0706 8166 336,NULL,NULL,NULL
1082,Royal blue Pharmacy,Royal blue Pharmacy,5,214,0,NULL,0706 854 8696,NULL,NULL,NULL
1083,Symeed Pharmacy,Symeed Pharmacy,5,214,0,NULL,0806 9843 007,NULL,NULL,NULL
1084,Turtlebay Pharmacy,Turtlebay Pharmacy,5,214,0,NULL,0703 473 7239,NULL,NULL,NULL
1085,Wellontop Pharmacy,Wellontop Pharmacy,5,214,0,NULL,0806 058 0455,NULL,NULL,NULL
1086,Wessa Pharmacy, 24 Hours,Wessa Pharmacy, 24 Hours,5,214,0,NULL,0803 876 2609,NULL,NULL,NULL
1087,Zodiac Pharmacy,Zodiac Pharmacy,5,217,0,NULL,0905 003 1704,NULL,NULL,NULL
1088,Andy Pharmacy, Mbukpa,Andy Pharmacy, Mbukpa,5,215,0,NULL,0806 738 7382,NULL,NULL,NULL
1089,Adiel Pharmacy,Adiel Pharmacy,5,560,0,NULL,8023009303,NULL,NULL,NULL
1090,Beneze Pharmacy,Beneze Pharmacy,5,556,0,NULL,8033704373,NULL,NULL,NULL
1091,Bliss Pharmacy,Bliss Pharmacy,5,547,0,NULL,7035368458,NULL,NULL,NULL
1092,Boliz Pharmacy,Boliz Pharmacy,5,546,0,NULL,8033327317,NULL,NULL,NULL
1093,Comely Anchor Pharmacy 1, Ojo,Comely Anchor Pharmacy 1, Ojo,5,549,0,NULL,8128199744,NULL,NULL,NULL
1094,Daily Life Pharmacy,Daily Life Pharmacy,5,545,0,NULL,8039472376,NULL,NULL,NULL
1095,Denrobe Pharmacy,Denrobe Pharmacy,5,545,0,NULL,8033420140,NULL,NULL,NULL
1096,Hilkani Pharmacy,Hilkani Pharmacy,5,556,0,NULL,8034037221,NULL,NULL,NULL
1097,Lifemed Pharmacy,Lifemed Pharmacy,5,558,0,NULL,8097370970,NULL,NULL,NULL
1098,Massey Vickers Pharmacy IBA,Massey Vickers Pharmacy IBA,5,560,0,NULL,8030495174,NULL,NULL,NULL
1099,Mebik Pharmacy VICTORIA ISLAND,Mebik Pharmacy VICTORIA ISLAND,5,557,0,NULL,8186675212,NULL,NULL,NULL
1100,Miab Pharmacy,Miab Pharmacy,5,556,0,NULL,8023163550,NULL,NULL,NULL
1101,Qubas Pharmacy,Qubas Pharmacy,5,549,0,NULL,8039108022,NULL,NULL,NULL
1102,Remedy Plus Pharmacy,Remedy Plus Pharmacy,5,555,0,NULL,8023320671,NULL,NULL,NULL
1103,Rodjenk Pharmacy,Rodjenk Pharmacy,5,545,0,NULL,7038226594,NULL,NULL,NULL
1104,Simstel Pharmacy,Simstel Pharmacy,5,562,0,NULL,7036149688,NULL,NULL,NULL
1105,Alpha Pharmacy Ozuoba,Alpha Pharmacy Ozuoba,5,734,0,NULL,7060746371,NULL,NULL,NULL
1106,Bencol Pharmacy,Bencol Pharmacy,5,740,0,NULL,7060789009,NULL,NULL,NULL
1107,Carlvon Pharmacy,Carlvon Pharmacy,5,734,0,NULL,8034826221,NULL,NULL,NULL
1108,Chrisben Pharmacy,Chrisben Pharmacy,5,734,0,NULL,8034889683,NULL,NULL,NULL
1109,Drug Avenue Pharmacy,Drug Avenue Pharmacy,5,728,0,NULL,8037403482,NULL,NULL,NULL
1110,GOCAP PHARMACY,GOCAP PHARMACY,5,728,0,NULL,7033059939,NULL,NULL,NULL
1111,Gottgabe Pharmacy,Gottgabe Pharmacy,5,734,0,NULL,8033133583,NULL,NULL,NULL
1112,Joanex Pharmacy,Joanex Pharmacy,5,732,0,NULL,8037323162,NULL,NULL,NULL
1113,Medhills Pharmacy,Medhills Pharmacy,5,734,0,NULL,8036875377,NULL,NULL,NULL
1114,Midline Pharmacy,Midline Pharmacy,5,734,0,NULL,8033384930,NULL,NULL,NULL
1115,Orientz Pharmacy,Orientz Pharmacy,5,734,0,NULL,8033221261,NULL,NULL,NULL
1116,Pharmasurf Pharmacy,Pharmasurf Pharmacy,5,734,0,NULL,8033340575,NULL,NULL,NULL
1117,Phemax Pharmacy,Phemax Pharmacy,5,735,0,NULL,9066772207,NULL,NULL,NULL
1118,Royk Pharmacy,Royk Pharmacy,5,732,0,NULL,8133868914,NULL,NULL,NULL
1119,SILVA PHARMACY,SILVA PHARMACY,5,734,0,NULL,8038806128,NULL,NULL,NULL
1120,Stagen Pharmacy,Stagen Pharmacy,5,734,0,NULL,8065106621,NULL,NULL,NULL
1121,Superliving Pharmacy,Superliving Pharmacy,5,734,0,NULL,9085300746,NULL,NULL,NULL
1122,Ubanefort Pharmacy,Ubanefort Pharmacy,5,734,0,NULL,8079739339,NULL,NULL,NULL
1124,General hospital Kutigi Kutigi,Facility in Niger Lavun,4,589,0,abc,abc,abc,1,1
1125,Rural hospital- Auna,Facility in Magama LGA,4,590,0,NULL,NULL,NULL,NULL,NULL
1126,Shehu Shagari General Hospital Nasko,Facility in Magama LGA,4,590,0,NULL,NULL,NULL,NULL,NULL
